"sample_id","anem_id","old_anem_id"
"APCL15_401241",2063,NA
"APCL15_402618",1034,NA
"APCL15_401710",148,NA
"APCL15_048",1037,NA
"APCL15_403079",2064,NA
"APCL15_049",1040,NA
"APCL15_050",2065,NA
"APCL15_051",2066,NA
"APCL15_400642",2067,1055
"APCL15_405712",585,NA
"APCL15_405332",2068,NA
"APCL15_053",2069,NA
"APCL15_403943",2070,NA
"APCL15_405876",2071,NA
"APCL15_405124",2072,NA
"APCL15_406734",1043,NA
"APCL15_402586",1045,NA
"APCL15_402499",1047,NA
"APCL15_353383",2073,NA
"APCL15_403713",2075,NA
"APCL15_054",2074,NA
"APCL15_399744",2076,NA
"APCL15_055",1049,NA
"APCL15_400524",1101,NA
"APCL15_057",2077,NA
"APCL15_405915",2078,NA
"APCL15_402244",2079,NA
"APCL15_407118",2080,NA
"APCL15_405807",2081,NA
"APCL15_407451",2082,NA
"APCL15_406231",2083,NA
"APCL15_058",2084,NA
"APCL15_352991",2085,NA
"APCL15_403055",2086,NA
"APCL15_060",2087,NA
"APCL15_403319",1092,NA
"APCL15_403370",2088,NA
"APCL15_404510",2089,NA
"APCL15_402980",1313,NA
"APCL15_401884",1272,NA
"APCL15_062",1273,NA
"APCL15_402486",2090,NA
"APCL15_403736",2091,NA
"APCL15_405746",1289,NA
"APCL15_407280",2092,NA
"APCL15_372624",2093,NA
"APCL15_063",2094,NA
"APCL15_355444",1316,NA
"APCL15_356492",NA,NA
"APCL15_354420",1357,NA
"APCL15_356529",2095,NA
"APCL15_371638",2096,NA
"APCL15_356001",2097,NA
"APCL15_355054",2098,NA
"APCL15_354270",2099,NA
"APCL15_065",2100,NA
"APCL15_355486",NA,NA
"APCL15_356440",2101,NA
"APCL15_066",2103,NA
"APCL15_364196",2102,1319
"APCL15_362409",2104,NA
"APCL15_067",2105,NA
"APCL15_369712",1324,NA
"APCL15_356778",1341,NA
"APCL15_355473",2106,NA
"APCL15_068",2107,NA
"APCL15_069",2108,NA
"APCL15_373231",2109,NA
"APCL15_372651",2110,NA
"APCL15_363819",1298,NA
"APCL15_354741",2111,NA
"APCL15_355518",1347,NA
"APCL15_354587",NA,NA
"APCL15_370033",2112,NA
"APCL15_071",505,NA
"APCL15_354107",2113,NA
"APCL15_371132",511,NA
"APCL15_372981",1372,NA
"APCL15_354327",2114,NA
"APCL15_372487",2115,NA
"APCL15_354641",2116,NA
"APCL15_372081",2117,NA
"APCL15_369437",2118,NA
"APCL15_072",2120,NA
"APCL15_355605",2119,NA
"APCL15_355704",NA,NA
"APCL15_073",682,NA
"APCL15_363411",2121,NA
"APCL15_074",2122,NA
"APCL15_354092",1350,NA
"APCL15_075",2123,NA
"APCL15_076",1379,NA
"APCL15_354642",1381,NA
"APCL15_370326",691,NA
"APCL15_356353",929,NA
"APCL15_369767",692,NA
"APCL15_401739",930,NA
"APCL15_354513",2124,NA
"APCL15_086",2125,NA
"APCL15_373086",873,NA
"APCL15_089",389,NA
"APCL15_090",906,NA
"APCL15_356339",871,NA
"APCL15_369558",904,NA
"APCL15_091",2126,NA
"APCL15_092",849,NA
"APCL15_093",2127,872
"APCL15_095",905,NA
"APCL15_372325",850,NA
"APCL15_098",1305,NA
"APCL15_403314",1307,NA
"APCL15_099",2128,NA
"APCL15_355180",698,NA
"APCL15_372405",697,NA
"APCL15_355715",1269,NA
"APCL15_353987",1306,NA
"APCL15_368386",1304,NA
"APCL15_104",703,NA
"APCL15_355246",701,NA
"APCL15_371766",702,NA
"APCL15_105",1270,NA
"APCL15_369615",1271,NA
"APCL15_355891",711,NA
"APCL15_371140",709,NA
"APCL15_369699",1309,NA
"APCL15_355603",NA,NA
"APCL15_096",2129,NA
"APCL15_097",2130,NA
"APCL15_106",2131,926
"APCL15_107",927,NA
"APCL15_108",902,NA
"APCL15_109",903,NA
"APCL15_110",2132,NA
"APCL15_111",379,NA
"APCL15_112",380,NA
"APCL15_113",928,NA
"APCL15_355123",451,NA
"APCL15_371672",452,NA
"APCL15_404299",2134,NA
"APCL15_368924",2135,NA
"APCL15_116",2136,NA
"APCL15_370997",NA,NA
"APCL15_356769",2137,NA
"APCL15_117",2138,NA
"APCL15_356422",1229,NA
"APCL15_119",2139,NA
"APCL15_362514",447,NA
"APCL15_371425",446,NA
"APCL15_364988",445,NA
"APCL15_370180",1204,NA
"APCL15_120",2140,NA
"APCL15_355903",2141,NA
"APCL15_122",2142,NA
"APCL15_355735",2143,NA
"APCL15_354358",1230,NA
"APCL15_123",2144,NA
"ACPL15_400899",759,NA
"APCL15_407297",1399,NA
"APCL15_406357",394,NA
"APCL15_405308",757,NA
"APCL15_404131",2145,NA
"APCL15_405034",793,NA
"APCL15_404021",755,NA
"APCL15_125",2146,NA
"APCL15_403157",395,NA
"APCL15_126",756,NA
"APCL15_128",2147,NA
"APCL15_406453",805,NA
"APCL15_130",2148,NA
"APCL15_402726",2149,NA
"APCL15_403622",2150,NA
"APCL15_403072",2151,NA
"APCL15_404635",2152,NA
"APCL15_404090",2153,NA
"APCL15_404319",2154,NA
"APCL15_406498",2155,NA
"APCL15_403388",802,NA
"APCL15_132",2156,NA
"APCL15_402854",782,NA
"APCL15_135",803,NA
"APCL15_403710",2157,NA
"APCL15_402307",737,NA
"APCL15_405336",468,NA
"APCL15_403468",2158,NA
"APCL15_401889",464,NA
"APCL15_405015",2161,NA
"APCL15_404140",2160,NA
"APCL15_404548",807,NA
"APCL15_372731",806,NA
"APCL15_405033",1016,NA
"APCL15_405042",830,NA
"APCL15_403708",798,NA
"APCL15_403045",808,NA
"APCL15_405116",1154,NA
"APCL15_368898",797,NA
"APCL15_369143",809,NA
"APCL15_354733",406,NA
"APCL15_370174",1017,NA
"APCL15_368572",794,NA
"APCL15_354525",403,NA
"APCL15_363882",402,NA
"APCL15_372250",810,NA
"APCL15_143",401,NA
"APCL15_354481",832,NA
"APCL15_355651",2159,NA
"APCL15_145",814,NA
"APCL15_351409",532,NA
"APCL15_354123",2162,NA
"APCL15_375244",762,NA
"APCL15_354382",763,NA
"APCL15_146",2163,NA
"ACPL15_371560",766,NA
"APCL15_147",1151,NA
"APCL15_148",1019,NA
"APCL15_149",533,NA
"APCL15_372245",534,NA
"APCL15_404670",769,NA
"APCL15_371253",535,NA
"APCL15_356406",537,NA
"APCL15_354604",2164,NA
"APCL15_355896",536,NA
"APCL15_355260",1005,NA
"APCL15_373292",1104,NA
"APCL15_373116",2165,NA
"APCL15_151",2167,NA
"APCL15_371455",2166,NA
"APCL15_355592",539,NA
"APCL15_356182",853,NA
"APCL15_371727",NA,NA
"APCL15_362714",540,NA
"APCL15_355550",2168,NA
"APCL15_153",2169,NA
"APCL15_355505",542,NA
"APCL15_154",2170,NA
"APCL15_155",2171,NA
"APCL15_370000",550,NA
"APCL15_369891",1025,NA
"APCL15_373315",764,NA
"APCL15_371825",552,NA
"APCL15_355880",1009,NA
"APCL15_355870",1192,NA
"APCL15_369541",1153,NA
"APCL15_372608",554,NA
"APCL15_364277",559,NA
"APCL15_372902",558,NA
"APCL15_158",562,NA
"APCL15_355734",775,NA
"APCL15_368057",2172,NA
"APCL15_404134",563,NA
"APCL15_370604",1010,NA
"APCL15_364065",574,NA
"APCL15_368961",577,NA
"APCL15_375761",776,NA
"APCL15_376242",1338,NA
"APCL15_371025",1285,NA
"APCL15_370980",801,NA
"APCL15_374058",1284,NA
"APCL15_374500",1287,NA
"APCL15_375827",1288,NA
"APCL15_376041",132,NA
"APCL15_374004",1028,NA
"APCL15_374151",2006,NA
"APCL15_370891",257,NA
"APCL15_371294",730,NA
"APCL15_372956",2009,NA
"APCL15_372286",2010,NA
"APCL15_374351",949,NA
"APCL15_372491",2012,NA
"APCL15_373627",2013,484
"APCL15_374990",2014,NA
"APCL15_374268",479,NA
"APCL15_373608",478,NA
"APCL15_002",2015,NA
"APCL15_407553",958,NA
"APCL15_403062",435,NA
"APCL15_400919",938,NA
"APCL15_405068",2017,NA
"APCL15_007",913,NA
"APCL15_009",912,NA
"APCL15_405452",428,NA
"APCL15_403994",425,NA
"APCL15_403855",427,NA
"APCL15_406738",363,NA
"APCL15_013",426,NA
"APCL15_402189",419,NA
"APCL15_405940",876,NA
"APCL15_402306",2019,NA
"APCL15_015",909,NA
"APCL15_016",414,NA
"APCL15_399786",2021,884
"APCL15_018",2022,NA
"APCL15_403866",919,NA
"APCL15_402768",921,NA
"APCL15_400235",881,NA
"APCL15_403655",1139,NA
"APCL15_407646",2024,NA
"APCL15_407195",2025,NA
"APCL15_406108",1134,NA
"APCL15_402510",2026,NA
"APCL15_405360",NA,NA
"APCL15_399614",1105,NA
"APCL15_405904",2033,NA
"APCL15_402971",1130,NA
"APCL15_407105",2036,NA
"APCL15_406954",1131,NA
"APCL15_373816",2045,NA
"APCL15_375271",1082,NA
"APCL15_405197",1064,NA
"APCL15_403740",2049,NA
"APCL15_031",2050,NA
"APCL15_402943",1063,NA
"APCL15_376036",899,NA
"APCL15_405921",1098,NA
"APCL15_042",2059,NA
"APCL15_401929",2064,NA
"APCL15_052",2067,1055
"APCL15_403664",585,NA
"APCL15_402454",2069,NA
"APCL15_406629",2071,NA
"APCL15_407431",1047,NA
"APCL15_402123",2075,NA
"APCL15_056",1101,NA
"APCL15_406887",2081,NA
"APCL15_404127",2085,NA
"APCL15_059",2086,NA
"APCL15_061",1092,NA
"APCL15_403649",1272,NA
"APCL15_404229",1289,NA
"APCL15_064",2095,NA
"APCL15_353914",2099,NA
"APCL15_355926",2102,1319
"APCL15_370215",2104,NA
"APCL15_070",2108,NA
"APCL15_367983",1372,NA
"APCL15_363708",2115,NA
"APCL15_370062",2118,NA
"APCL15_373232",691,NA
"APCL15_373218",929,NA
"APCL15_355693",692,NA
"APCL15_369033",930,NA
"APCL15_085",2124,NA
"APCL15_087",873,NA
"APCL15_354523",871,NA
"APCL15_404452",904,NA
"APCL15_355398",849,NA
"APCL15_094",2127,872
"APCL15_354247",1307,NA
"APCL15_100",2128,NA
"APCL15_370342",698,NA
"APCL15_372611",697,NA
"APCL15_362937",1269,NA
"APCL15_103",1304,NA
"APCL15_353835",702,NA
"APCL15_368111",1271,NA
"APCL15_372039",711,NA
"APCL15_354281",709,NA
"APCL15_364555",451,NA
"APCL15_372190",452,NA
"APCL15_370613",2134,NA
"APCL15_372347",2135,NA
"APCL15_355219",2136,NA
"APCL15_363661",2137,NA
"APCL15_118",2138,NA
"APCL15_370599",1204,NA
"APCL15_121",2141,NA
"APCL15_406807",1230,NA
"APCL15_404120",394,NA
"APCL15_403170",2145,NA
"APCL15_124",793,NA
"APCL15_403812",755,NA
"APCL15_402968",395,NA
"APCL15_127",756,NA
"APCL15_129",805,NA
"APCL15_131",2150,NA
"APCL15_403262",2151,NA
"APCL15_405490",2152,NA
"APCL15_404022",2153,NA
"APCL15_402950",2154,NA
"APCL15_403075",2155,NA
"APCL15_404648",802,NA
"APCL15_405582",782,NA
"APCL15_136",737,NA
"APCL15_402781",807,NA
"APCL15_404792",806,NA
"APCL15_137",1016,NA
"APCL15_406841",808,NA
"APCL15_138",797,NA
"APCL15_356376",809,NA
"APCL15_370592",406,NA
"APCL15_370407",1017,NA
"APCL15_372549",794,NA
"APCL15_141",403,NA
"APCL15_355853",402,NA
"APCL15_356267",810,NA
"APCL15_144",832,NA
"APCL15_355523",814,NA
"APCL15_354533",532,NA
"APCL15_356398",762,NA
"ACPL15_355265",766,NA
"APCL15_356407",534,NA
"APCL15_370554",769,NA
"APCL15_356249",535,NA
"APCL15_354185",537,NA
"APCL15_370820",536,NA
"APCL15_363747",1104,NA
"APCL15_356515",2165,NA
"APCL15_356535",2166,NA
"APCL15_152",539,NA
"APCL15_355908",NA,NA
"APCL15_354408",540,NA
"APCL15_362989",2168,NA
"APCL15_354053",550,NA
"APCL15_355571",1009,NA
"APCL15_368862",1192,NA
"APCL15_354885",1153,NA
"APCL15_372461",559,NA
"APCL15_371381",558,NA
"APCL15_371833",775,NA
"APCL15_355541",2172,NA
"APCL15_355417",563,NA
"APCL15_355443",1010,NA
"APCL15_372099",574,NA
"APCL15_373270",776,NA
"APCL15_372291",1285,NA
"APCL15_374017",801,NA
"APCL15_375881",1288,NA
"APCL15_374441",132,NA
"APCL15_371354",1033,NA
"APCL15_370907",730,NA
"APCL15_373033",480,NA
"APCL15_375642",1029,NA
"APCL15_005",2017,NA
"APCL15_008",913,NA
"APCL15_404829",417,NA
"APCL15_403566",2021,884
"APCL15_019",881,NA
"APCL15_021",2026,NA
"APCL15_407055",NA,NA
"APCL15_407572",2081,NA
"APCL15_407589",2085,NA
"APCL15_403716",1289,NA
"APCL15_369053",2118,NA
"APCL15_369281",691,NA
"APCL15_372316",929,NA
"APCL15_370157",930,NA
"APCL15_101",698,NA
"APCL15_102",1269,NA
"APCL15_368773",702,NA
"APCL15_368417",2133,NA
"APCL15_115",2135,NA
"APCL15_369857",447,NA
"APCL15_403352",394,NA
"APCL15_133",782,NA
"APCL15_403603",2158,NA
"APCL15_139",1017,NA
"APCL15_142",403,NA
"ACPL15_355045",766,NA
"APCL15_150",769,NA
"APCL15_156",1009,NA
"APCL15_157",1153,NA
"APCL15_159",775,NA
"APCL15_371404",1285,NA
"APCL15_371477",801,NA
"APCL15_370851",1288,NA
"APCL15_373375",2002,NA
"APCL15_375493",1033,NA
"APCL15_407137",426,NA
"APCL15_404060",417,NA
"APCL15_356312",691,NA
"APCL15_079",929,NA
"APCL15_368338",930,NA
"APCL15_355666",2133,NA
"APCL15_404993",2150,NA
"APCL15_134",782,NA
"APCL15_140",1017,NA
"ACPL15_372649",766,NA
"APCL15_354219",1009,NA
"APCL15_077",691,NA
"APCL15_373186",929,NA
"APCL15_080",930,NA
"APCL15_114",2133,NA
"APCL15_078",691,NA
"APCL15_368852",930,NA
"APCL15_364882",930,NA
"APCL15_354944",930,NA
"APCL15_355618",930,NA
"APCL15_372788",930,NA
"APCL15_081",930,NA
"APCL15_082",930,NA
"APCL15_083",930,NA
"APCL15_084",930,NA
"APCL14_001",375,NA
"APCL14_004",376,NA
"APCL14_006",284,NA
"APCL14_008",377,NA
"APCL14_010",378,NA
"APCL14_011",379,NA
"APCL14_012",22,NA
"APCL14_014",381,NA
"APCL14_015",14,NA
"APCL14_019",383,NA
"APCL14_020",384,NA
"APCL14_021",385,NA
"APCL14_022",386,NA
"APCL14_024",387,187
"APCL14_025",388,NA
"APCL14_026",389,NA
"APCL14_027",390,NA
"APCL14_028",NA,NA
"APCL14_030",392,NA
"APCL14_031",393,83
"APCL14_032",394,NA
"APCL14_033",395,76
"APCL14_037",398,NA
"APCL14_038",399,NA
"APCL14_040",400,NA
"APCL14_041",401,NA
"APCL14_042",402,NA
"APCL14_044",403,NA
"APCL14_045",404,NA
"APCL14_047",405,NA
"APCL14_049",406,NA
"APCL14_051",407,NA
"APCL14_052",408,NA
"APCL14_560",409,NA
"APCL14_056",410,NA
"APCL14_057",NA,NA
"APCL14_060",411,NA
"APCL14_062",412,NA
"APCL14_064",413,NA
"APCL14_065",414,NA
"APCL14_067",415,NA
"APCL14_068",417,NA
"APCL14_069",416,NA
"APCL14_070",418,NA
"APCL14_072",419,NA
"APCL14_073",420,NA
"APCL14_075",421,NA
"APCL14_077",422,NA
"APCL14_080",424,NA
"APCL14_078",423,NA
"APCL14_082",425,NA
"APCL14_085",426,NA
"APCL14_088",427,NA
"APCL14_092",429,NA
"APCL14_095",430,279
"APCL14_099",431,NA
"APCL14_101",432,NA
"APCL14_103",433,NA
"APCL14_105",434,110
"APCL14_107",435,NA
"APCL14_109",436,109
"APCL14_110",437,NA
"APCL14_111",438,NA
"APCL14_114",439,NA
"APCL14_115",440,NA
"APCL14_117",441,NA
"APCL14_118",442,NA
"APCL14_119",443,NA
"APCL14_120",444,NA
"APCL14_121",445,NA
"APCL14_122",446,NA
"APCL14_123",447,NA
"APCL14_124",448,NA
"APCL14_125",449,NA
"APCL14_126",450,NA
"APCL14_128",451,73
"APCL14_130",452,NA
"APCL14_132",453,79
"APCL14_133",455,NA
"APCL14_134",456,NA
"APCL14_135",457,NA
"APCL14_138",458,NA
"APCL14_140",457,NA
"APCL14_142",459,NA
"APCL14_143",460,NA
"APCL14_144",461,NA
"APCL14_145",462,NA
"APCL14_146",463,NA
"APCL14_148",464,NA
"APCL14_149",465,NA
"APCL14_152",467,NA
"APCL14_150",466,NA
"APCL14_153",468,NA
"APCL14_154",476,NA
"APCL14_155",477,NA
"APCL14_156",478,NA
"APCL14_157",479,NA
"APCL14_160",480,NA
"APCL14_162",481,NA
"APCL14_165",482,262
"APCL14_167",483,NA
"APCL14_168",484,NA
"APCL14_169",485,NA
"APCL14_171",486,NA
"APCL14_174",487,NA
"APCL14_176",488,NA
"APCL14_177",489,NA
"APCL14_178",490,NA
"APCL14_180",491,NA
"APCL14_182",492,NA
"APCL14_184",493,NA
"APCL14_185",494,NA
"APCL14_186",495,NA
"APCL14_187",496,NA
"APCL14_188",497,NA
"APCL14_189",498,264
"APCL14_190",499,NA
"APCL14_192",500,121
"APCL14_193",526,NA
"APCL14_195",527,NA
"APCL14_196",528,NA
"APCL14_198",529,NA
"APCL14_200",469,214
"APCL14_202",470,NA
"APCL14_203",217,NA
"APCL14_205",471,NA
"APCL14_206",472,NA
"APCL14_208",473,NA
"APCL14_209",474,NA
"APCL14_210",475,NA
"APCL14_211",501,NA
"APCL14_213",502,NA
"APCL14_214",503,NA
"APCL14_215",504,NA
"APCL14_216",505,NA
"APCL14_217",506,NA
"APCL14_218",507,NA
"APCL14_219",508,NA
"APCL14_221",NA,NA
"APCL14_222",509,NA
"APCL14_223",510,NA
"APCL14_225",511,NA
"APCL14_226",512,NA
"APCL14_227",513,NA
"APCL14_229",514,NA
"APCL14_230",515,NA
"APCL14_231",516,NA
"APCL14_233",517,NA
"APCL14_234",518,NA
"APCL14_236",519,NA
"APCL14_238",520,NA
"APCL14_240",521,NA
"APCL14_242",522,366
"APCL14_243",523,NA
"APCL14_244",NA,NA
"APCL14_245",524,NA
"APCL14_246",525,NA
"APCL14_247",530,NA
"APCL14_248",531,NA
"APCL14_249",532,NA
"APCL14_250",412,NA
"APCL14_251",533,NA
"APCL14_253",534,NA
"APCL14_254",535,NA
"APCL14_255",536,NA
"APCL14_257",537,NA
"APCL14_259",538,327
"APCL14_261",539,NA
"APCL14_263",540,NA
"APCL14_264",541,NA
"APCL14_265",542,NA
"APCL14_267",543,NA
"APCL14_269",544,NA
"APCL14_270",545,NA
"APCL14_272",546,NA
"APCL14_274",547,NA
"APCL14_276",548,NA
"APCL14_277",549,NA
"APCL14_278",550,NA
"APCL14_281",551,NA
"APCL14_282",552,NA
"APCL14_284",554,NA
"APCL14_285",555,NA
"APCL14_286",556,NA
"APCL14_288",557,NA
"APCL14_290",558,NA
"APCL14_292",559,NA
"APCL14_294",560,NA
"APCL14_295",561,NA
"APCL14_296",562,NA
"APCL14_299",563,NA
"APCL14_300",564,NA
"APCL14_302",565,NA
"APCL14_303",566,NA
"APCL14_304",567,NA
"APCL14_307",568,NA
"APCL14_308",569,NA
"APCL14_309",570,NA
"APCL14_310",571,NA
"APCL14_311",572,NA
"APCL14_312",573,NA
"APCL14_313",574,NA
"APCL14_315",575,NA
"APCL14_317",553,NA
"APCL14_318",576,NA
"APCL14_320",577,NA
"APCL14_322",578,NA
"APCL14_350",579,NA
"APCL14_351",580,NA
"APCL14_352",581,NA
"APCL14_354",582,NA
"APCL14_356",583,NA
"APCL14_357",584,NA
"APCL14_359",585,NA
"APCL14_360",232,NA
"APCL14_361",586,NA
"APCL14_362",235,NA
"APCL14_364",587,NA
"APCL14_365",588,NA
"APCL14_366",589,NA
"APCL14_367",590,NA
"APCL14_368",591,NA
"APCL14_369",592,NA
"APCL14_371",593,NA
"APCL14_373",594,NA
"APCL14_375",247,NA
"APCL14_376",595,NA
"APCL14_377",596,NA
"APCL14_378",597,NA
"APCL14_380",598,NA
"APCL14_379",599,NA
"APCL14_382",600,NA
"APCL14_383",601,NA
"APCL14_384",602,NA
"APCL14_385",603,NA
"APCL14_386",NA,NA
"APCL14_389",605,NA
"APCL14_391",607,NA
"APCL14_390",606,NA
"APCL14_392",608,176
"APCL14_394",609,NA
"APCL14_395",610,NA
"APCL14_396",611,NA
"APCL14_397",612,NA
"APCL14_398",613,NA
"APCL14_399",614,NA
"APCL14_401",615,NA
"APCL14_402",617,NA
"APCL14_404",618,NA
"APCL14_405",619,NA
"APCL14_406",620,NA
"APCL14_407",621,NA
"APCL14_408",622,NA
"APCL14_410",623,NA
"APCL14_412",624,NA
"APCL14_413",625,NA
"APCL14_417",627,NA
"APCL14_415",626,NA
"APCL14_419",628,NA
"APCL14_324",629,NA
"APCL14_325",630,NA
"APCL14_326",631,NA
"APCL14_327",632,NA
"APCL14_328",634,NA
"APCL14_329",635,NA
"APCL14_330",633,NA
"APCL14_331",636,NA
"APCL14_333",NA,NA
"APCL14_334",637,NA
"APCL14_336",638,NA
"APCL14_337",639,NA
"APCL14_338",640,NA
"APCL14_339",641,NA
"APCL14_340",642,NA
"APCL14_345",164,NA
"APCL14_341",643,NA
"APCL14_342",182,NA
"APCL14_343",644,NA
"APCL14_344",645,NA
"APCL14_346",646,NA
"APCL14_348",647,NA
"APCL14_349",648,NA
"APCL14_421",649,NA
"APCL14_422",650,NA
"APCL14_423",651,NA
"APCL14_424",652,NA
"APCL14_425",653,NA
"APCL14_426",654,NA
"APCL14_428",656,NA
"APCL14_430",658,NA
"APCL14_429",657,NA
"APCL14_431",659,NA
"APCL14_433",660,NA
"APCL14_435",661,NA
"APCL14_436",662,NA
"APCL14_438",663,NA
"APCL14_439",664,NA
"APCL14_440",665,NA
"APCL14_441",666,NA
"APCL14_442",667,NA
"APCL14_443",625,NA
"APCL14_444",668,NA
"APCL14_445",669,NA
"APCL14_446",670,NA
"APCL14_447",671,NA
"APCL14_448",672,NA
"APCL14_449",673,NA
"APCL14_451",607,NA
"APCL14_489",674,NA
"APCL14_490",675,NA
"APCL14_452",676,NA
"APCL14_453",677,NA
"APCL14_454",678,NA
"APCL14_455",679,NA
"APCL14_456",NA,NA
"APCL14_457",680,NA
"APCL14_458",NA,NA
"APCL14_459",681,NA
"APCL14_460",682,NA
"APCL14_461",683,NA
"APCL14_462",684,NA
"APCL14_463",685,NA
"APCL14_464",688,NA
"APCL14_465",689,NA
"APCL14_466",NA,NA
"APCL14_467",198,NA
"APCL14_471",200,NA
"APCL14_469",690,NA
"APCL14_472",691,NA
"APCL14_480",692,NA
"APCL14_483",693,NA
"APCL14_491",NA,NA
"APCL14_492",694,NA
"APCL14_493",695,NA
"APCL14_495",696,NA
"APCL14_496",697,NA
"APCL14_498",698,NA
"APCL14_499",699,NA
"APCL14_502",700,NA
"APCL14_503",701,NA
"APCL14_504",702,NA
"APCL14_508",703,NA
"APCL14_509",NA,NA
"APCL14_510",705,NA
"APCL14_512",706,37
"APCL14_513",707,NA
"APCL14_514",708,NA
"APCL14_515",709,NA
"APCL14_517",710,NA
"APCL14_518",711,NA
"APCL14_520",712,NA
"APCL14_523",713,NA
"APCL14_525",714,NA
"APCL14_527",715,NA
"APCL14_528",NA,NA
"APCL14_531",717,NA
"APCL14_529",716,NA
"APCL14_532",718,31
"APCL14_533",719,NA
"APCL14_534",720,NA
"APCL14_535",721,NA
"APCL14_536",722,NA
"APCL14_537",723,NA
"APCL14_538",34,NA
"APCL14_539",724,NA
"APCL14_541",208,NA
"APCL14_542",206,NA
"APCL14_543",725,NA
"APCL14_545",726,NA
"APCL14_547",129,NA
"APCL14_548",727,NA
"APCL14_549",728,NA
"APCL14_551",729,NA
"APCL14_552",730,NA
"APCL14_554",731,NA
"APCL14_556",732,NA
"APCL14_557",733,NA
"APCL14_558",734,NA
"APCL14_559",132,NA
"APCL14_002",375,NA
"APCL14_005",376,NA
"APCL14_007",284,NA
"APCL14_009",377,NA
"APCL14_013",380,NA
"APCL14_016",14,NA
"APCL14_018",382,NA
"APCL14_023",386,NA
"APCL14_034",395,76
"APCL14_039",399,NA
"APCL14_043",402,NA
"APCL14_046",404,NA
"APCL14_048",405,NA
"APCL14_050",406,NA
"APCL14_053",408,NA
"APCL14_055",409,NA
"APCL14_058",NA,NA
"APCL14_061",411,NA
"APCL14_063",412,NA
"APCL14_066",414,NA
"APCL14_071",418,NA
"APCL14_074",420,NA
"APCL14_076",421,NA
"APCL14_079",423,NA
"APCL14_083",425,NA
"APCL14_086",426,NA
"APCL14_089",427,NA
"APCL14_093",429,NA
"APCL14_097",430,279
"APCL14_112",438,NA
"APCL14_116",440,NA
"APCL14_127",450,NA
"APCL14_129",451,73
"APCL14_141",456,NA
"APCL14_139",458,NA
"APCL14_147",463,NA
"APCL14_151",466,NA
"APCL14_158",479,NA
"APCL14_161",480,NA
"APCL14_163",481,NA
"APCL14_166",482,262
"APCL14_170",485,NA
"APCL14_172",486,NA
"APCL14_175",487,NA
"APCL14_179",490,NA
"APCL14_181",491,NA
"APCL14_183",492,NA
"APCL14_191",499,NA
"APCL14_194",526,NA
"APCL14_197",528,NA
"APCL14_201",469,214
"APCL14_204",217,NA
"APCL14_207",472,NA
"APCL14_212",501,NA
"APCL14_220",508,NA
"APCL14_224",510,NA
"APCL14_228",513,NA
"APCL14_232",515,NA
"APCL14_235",518,NA
"APCL14_237",519,NA
"APCL14_239",520,NA
"APCL14_241",521,NA
"APCL14_252",533,NA
"APCL14_256",536,NA
"APCL14_260",538,327
"APCL14_262",539,NA
"APCL14_266",542,NA
"APCL14_268",543,NA
"APCL14_271",545,NA
"APCL14_273",546,NA
"APCL14_275",547,NA
