"sample_id","anem_id","old_anem_id"
"APCL14_279",550,NA
"APCL14_280",551,NA
"APCL14_283",552,NA
"APCL14_287",556,NA
"APCL14_289",557,NA
"APCL14_291",558,NA
"APCL14_293",559,NA
"APCL14_297",562,NA
"APCL14_301",564,NA
"APCL14_305",567,NA
"APCL14_314",574,NA
"APCL14_316",575,NA
"APCL14_319",576,NA
"APCL14_321",577,NA
"APCL14_323",578,NA
"APCL14_353",581,NA
"APCL14_355",582,NA
"APCL14_358",584,NA
"APCL14_363",235,NA
"APCL14_370",592,NA
"APCL14_372",593,NA
"APCL14_374",594,NA
"APCL14_381",599,NA
"APCL14_387",NA,NA
"APCL14_393",608,176
"APCL14_400",614,NA
"APCL14_403",617,NA
"APCL14_409",622,NA
"APCL14_414",625,NA
"APCL14_418",627,NA
"APCL14_416",626,NA
"APCL14_420",628,NA
"APCL14_332",636,NA
"APCL14_335",637,NA
"APCL14_347",646,NA
"APCL14_427",654,NA
"APCL14_432",659,NA
"APCL14_434",660,NA
"APCL14_437",662,NA
"APCL14_450",673,NA
"APCL14_468",198,NA
"APCL14_470",690,NA
"APCL14_473",691,NA
"APCL14_481",692,NA
"APCL14_484",693,NA
"APCL14_494",695,NA
"APCL14_497",697,NA
"APCL14_500",699,NA
"APCL14_505",702,NA
"APCL14_511",705,NA
"APCL14_516",709,NA
"APCL14_519",711,NA
"APCL14_521",712,NA
"APCL14_524",713,NA
"APCL14_526",714,NA
"APCL14_530",716,NA
"APCL14_540",724,NA
"APCL14_544",725,NA
"APCL14_546",726,NA
"APCL14_550",728,NA
"APCL14_553",730,NA
"APCL14_555",731,NA
"APCL14_003",375,NA
"APCL14_017",14,NA
"APCL14_035",395,76
"APCL14_054",408,NA
"APCL14_098",430,279
"APCL14_159",479,NA
"APCL14_164",481,NA
"APCL14_173",486,NA
"APCL14_258",536,NA
"APCL14_298",562,NA
"APCL14_306",567,NA
"APCL14_388",NA,NA
"APCL14_474",691,NA
"APCL14_482",692,NA
"APCL14_485",693,NA
"APCL14_501",699,NA
"APCL14_506",702,NA
"APCL14_522",712,NA
"APCL14_036",395,76
"APCL14_475",691,NA
"APCL14_486",693,NA
"APCL14_507",702,NA
"APCL14_476",691,NA
"APCL14_487",693,NA
"APCL14_477",691,NA
"APCL14_488",693,NA
"APCL14_478",691,NA
"APCL14_479",691,NA
"APCL13_001",NA,NA
"APCL13_002",2,NA
"APCL13_006",1,NA
"APCL13_004",3,NA
"APCL13_005",4,NA
"APCL13_007",5,NA
"APCL13_009",6,NA
"APCL13_011",7,NA
"APCL13_013",8,NA
"APCL13_016",9,NA
"APCL13_017",10,NA
"APCL13_020",15,NA
"APCL13_022",11,NA
"APCL13_023",12,NA
"APCL13_025",13,NA
"APCL13_027",14,NA
"APCL13_026",16,NA
"APCL13_029",17,NA
"APCL13_031",18,NA
"APCL13_033",19,NA
"APCL13_034",20,NA
"APCL13_038",22,NA
"APCL13_036",21,NA
"APCL13_039",23,NA
"APCL13_041",24,NA
"APCL13_042",25,NA
"APCL13_046",27,NA
"APCL13_044",26,NA
"APCL13_047",28,NA
"APCL13_048",29,NA
"APCL13_049",31,NA
"APCL13_053",32,NA
"APCL13_054",33,NA
"APCL13_056",34,NA
"APCL13_057",35,NA
"APCL13_061",36,NA
"APCL13_062",37,NA
"APCL13_064",38,NA
"APCL13_065",39,NA
"APCL13_067",40,NA
"APCL13_071",41,NA
"APCL13_072",42,NA
"APCL13_076",43,NA
"APCL13_077",44,NA
"APCL13_079",45,NA
"APCL13_082",46,NA
"APCL13_083",47,NA
"APCL13_084",48,NA
"APCL13_086",49,NA
"APCL13_087",50,NA
"APCL13_089",51,NA
"APCL13_091",52,NA
"APCL13_093",53,NA
"APCL13_095",54,NA
"APCL13_097",55,NA
"APCL13_100",56,NA
"APCL13_101",57,NA
"APCL13_102",58,NA
"APCL13_105",60,NA
"APCL13_106",61,NA
"APCL13_110",62,NA
"APCL13_109",63,NA
"APCL13_114",64,NA
"APCL13_117",65,NA
"APCL13_119",NA,NA
"APCL13_121",66,NA
"APCL13_123",67,NA
"APCL13_126",68,NA
"APCL13_128",69,NA
"APCL13_129",70,NA
"APCL13_130",71,NA
"APCL13_131",72,NA
"APCL13_132",73,NA
"APCL13_134",74,NA
"APCL13_136",75,NA
"APCL13_138",76,NA
"APCL13_140",77,NA
"APCL13_142",79,NA
"APCL13_143",78,NA
"APCL13_144",80,NA
"APCL13_146",81,NA
"APCL13_147",82,NA
"APCL13_149",84,NA
"APCL13_150",85,NA
"APCL13_154",86,NA
"APCL13_155",87,NA
"APCL13_160",88,NA
"APCL13_161",89,NA
"APCL13_162",90,NA
"APCL13_168",91,NA
"APCL13_164",92,NA
"APCL13_167",93,NA
"APCL13_169",94,NA
"APCL13_172",95,NA
"APCL13_174",97,NA
"APCL13_176",98,NA
"APCL13_178",99,NA
"APCL13_180",100,NA
"APCL13_182",101,NA
"APCL13_184",102,NA
"APCL13_185",103,NA
"APCL13_186",104,NA
"APCL13_187",105,NA
"APCL13_191",107,NA
"APCL13_192",106,NA
"APCL13_196",108,NA
"APCL13_197",109,NA
"APCL13_199",110,NA
"APCL13_200",111,NA
"APCL13_202",112,NA
"APCL13_205",113,NA
"APCL13_207",114,NA
"APCL13_209",115,NA
"APCL13_211",116,NA
"APCL13_213",117,NA
"APCL13_214",118,NA
"APCL13_217",119,NA
"APCL13_219",120,NA
"APCL13_222",121,NA
"APCL13_224",122,NA
"APCL13_225",123,NA
"APCL13_227",124,NA
"APCL13_228",125,NA
"APCL13_230",126,NA
"APCL13_231",127,NA
"APCL13_232",128,NA
"APCL13_234",129,NA
"APCL13_236",131,NA
"APCL13_237",130,NA
"APCL13_240",132,NA
"APCL13_241",133,NA
"APCL13_245",135,NA
"APCL13_243",134,NA
"APCL13_248",136,NA
"APCL13_249",137,NA
"APCL13_252",138,NA
"APCL13_253",139,NA
"APCL13_254",140,NA
"APCL13_256",141,NA
"APCL13_258",142,NA
"APCL13_259",143,NA
"APCL13_261",144,NA
"APCL13_262",145,NA
"APCL13_263",146,NA
"APCL13_266",148,NA
"APCL13_264",147,NA
"APCL13_267",149,NA
"APCL13_269",150,NA
"APCL13_318",151,NA
"APCL13_270",152,NA
"APCL13_273",153,NA
"APCL13_274",154,NA
"APCL13_276",156,NA
"APCL13_277",157,NA
"APCL13_278",158,NA
"APCL13_279",159,NA
"APCL13_281",160,NA
"APCL13_282",161,NA
"APCL13_284",162,NA
"APCL13_286",163,NA
"APCL13_287",154,NA
"APCL13_288",165,NA
"APCL13_290",166,NA
"APCL13_293",167,NA
"APCL13_294",168,NA
"APCL13_295",169,NA
"APCL13_296",170,NA
"APCL13_297",171,NA
"APCL13_301",172,NA
"APCL13_302",173,NA
"APCL13_305",175,NA
"APCL13_307",177,NA
"APCL13_308",178,NA
"APCL13_309",179,NA
"APCL13_310",180,NA
"APCL13_313",181,NA
"APCL13_316",183,NA
"APCL13_315",182,NA
"APCL13_317",184,NA
"APCL13_319",185,NA
"APCL13_320",186,NA
"APCL13_321",188,NA
"APCL13_323",189,NA
"APCL13_324",190,NA
"APCL13_326",191,NA
"APCL13_327",192,NA
"APCL13_329",193,NA
"APCL13_331",194,NA
"APCL13_333",195,NA
"APCL13_334",196,NA
"APCL13_336",197,NA
"APCL13_337",198,NA
"APCL13_339",200,NA
"APCL13_341",199,NA
"APCL13_345",202,NA
"APCL13_343",201,NA
"APCL13_346",203,NA
"APCL13_347",204,NA
"APCL13_354",207,NA
"APCL13_350",205,NA
"APCL13_352",206,NA
"APCL13_356",208,NA
"APCL13_358",209,NA
"APCL13_360",210,NA
"APCL13_361",211,NA
"APCL13_362",212,NA
"APCL13_363",213,NA
"APCL13_365",214,NA
"APCL13_368",215,NA
"APCL13_375",216,NA
"APCL13_379",217,NA
"APCL13_378",218,NA
"APCL13_380",219,NA
"APCL13_381",220,NA
"APCL13_383",221,NA
"APCL13_385",222,NA
"APCL13_387",223,NA
"APCL13_389",224,NA
"APCL13_391",225,NA
"APCL13_392",226,NA
"APCL13_395",228,NA
"APCL13_394",227,NA
"APCL13_396",229,NA
"APCL13_397",230,NA
"APCL13_399",231,NA
"APCL13_400",232,NA
"APCL13_403",233,NA
"APCL13_404",234,NA
"APCL13_405",235,NA
"APCL13_407",236,NA
"APCL13_408",237,NA
"APCL13_409",238,NA
"APCL13_410",239,NA
"APCL13_411",240,NA
"APCL13_413",241,NA
"APCL13_414",242,NA
"APCL13_416",243,NA
"APCL13_418",245,NA
"APCL13_420",246,NA
"APCL13_422",247,NA
"APCL13_424",248,NA
"APCL13_425",249,NA
"APCL13_426",250,NA
"APCL13_427",251,NA
"APOC13_429",NA,NA
"APPE13_431",NA,NA
"APPE13_432",NA,NA
"APCL13_433",252,NA
"APCL13_437",253,NA
"APCL13_441",254,NA
"APCL13_444",255,NA
"APCL13_446",256,NA
"APCL13_450",257,NA
"APCL13_452",258,NA
"APCL13_454",259,NA
"APCL13_455",259,NA
"APCL13_456",260,NA
"APCL13_459",261,NA
"APCL13_460",262,NA
"APCL13_461",NA,NA
"APCL13_463",263,NA
"APCL13_464",264,NA
"APCL13_465",265,NA
"APCL13_466",266,NA
"APCL13_468",267,NA
"APCL13_469",268,NA
"APCL13_470",269,NA
"APCL13_472",270,NA
"APCL13_474",271,NA
"APCL13_476",272,NA
"APCL13_477",273,NA
"APCL13_478",274,NA
"APCL13_483",275,NA
"APCL13_484",276,NA
"APCL13_488",277,NA
"APCL13_491",278,NA
"APCL13_493",279,NA
"APCL13_496",280,NA
"APCL13_498",281,NA
"APCL13_499",282,NA
"APCL13_501",NA,NA
"APCL13_502",283,NA
"APCL13_503",NA,NA
"APCL13_504",284,NA
"APCL13_506",285,NA
"APCL13_508",286,NA
"APCL13_510",287,NA
"APCL13_513",288,NA
"APCL13_516",289,NA
"APCL13_519",290,NA
"APCL13_520",291,NA
"APCL13_524",292,NA
"APCL13_527",293,NA
"APCL13_530",294,NA
"APCL13_531",295,NA
"APCL13_533",297,NA
"APCL13_534",298,NA
"APCL13_535",299,NA
"APCL13_537",300,NA
"APCL13_540",301,NA
"APCL13_546",302,NA
"APCL13_547",303,NA
"APCL13_550",304,NA
"APCL13_551",305,NA
"APCL13_553",306,NA
"APCL13_556",307,NA
"APCL13_559",308,NA
"APCL13_560",309,NA
"APCL13_562",310,NA
"APCL13_565",311,NA
"APCL13_567",312,NA
"APCL13_568",313,NA
"APCL13_570",314,NA
"APCL13_572",315,NA
"APCL13_573",316,NA
"APCL13_576",317,NA
"APCL13_579",318,NA
"APCL13_583",319,NA
"APCL13_584",320,NA
"APCL13_587",321,NA
"APCL13_588",322,NA
"APCL13_592",323,NA
"APCL13_595",324,NA
"APCL13_597",NA,NA
"APCL13_600",325,NA
"APCL13_606",326,NA
"APCL13_602",327,NA
"APCL13_603",329,NA
"APCL13_607",330,NA
"APCL13_608",332,NA
"APCL13_609",333,NA
"APCL13_610",334,NA
"APCL13_611",335,NA
"APCL13_612",336,NA
"APCL13_613",337,NA
"APCL13_614",338,NA
"APCL13_615",339,NA
"APCL13_616",340,NA
"APCL13_617",341,NA
"APCL13_619",343,NA
"APCL13_618",342,NA
"APCL13_620",344,NA
"APCL13_621",176,NA
"APCL13_622",178,NA
"APCL13_623",346,NA
"APCL13_625",347,NA
"APCL13_626",180,NA
"APCL13_627",348,NA
"APCL13_628",349,NA
"APCL13_631",350,NA
"APCL13_632",351,NA
"APCL13_634",352,NA
"APCL13_636",353,NA
"APCL13_637",354,NA
"APCL13_638",355,NA
"APCL13_639",356,NA
"APCL13_640",123,NA
"APCL13_641",357,NA
"APCL13_642",358,NA
"APCL13_643",112,NA
"APCL13_644",359,NA
"APCL13_646",360,NA
"APCL13_647",361,NA
"APCL13_648",362,NA
"APCL13_649",363,NA
"APCL13_650",364,NA
"APCL13_651",NA,NA
"APCL13_653",365,NA
"APCL13_656",366,NA
"APCL13_658",367,NA
"APCL13_659",368,NA
"APCL13_660",369,NA
"APCL13_662",370,NA
"APCL13_663",371,NA
"APCL13_664",372,NA
"APCL13_665",373,NA
"APCL13_666",374,NA
"APCL13_003",2,NA
"APCL13_008",5,NA
"APCL13_010",6,NA
"APCL13_012",7,NA
"APCL13_014",8,NA
"APCL13_019",10,NA
"APCL13_021",15,NA
"APCL13_024",12,NA
"APCL13_028",16,NA
"APCL13_030",17,NA
"APCL13_032",18,NA
"APCL13_035",20,NA
"APCL13_037",21,NA
"APCL13_040",23,NA
"APCL13_043",25,NA
"APCL13_045",26,NA
"APCL13_050",31,NA
"APCL13_055",33,NA
"APCL13_058",35,NA
"APCL13_063",37,NA
"APCL13_070",38,NA
"APCL13_066",39,NA
"APCL13_068",40,NA
"APCL13_073",42,NA
"APCL13_078",44,NA
"APCL13_080",45,NA
"APCL13_085",48,NA
"APCL13_088",50,NA
"APCL13_090",51,NA
"APCL13_092",52,NA
"APCL13_094",53,NA
"APCL13_096",54,NA
"APCL13_099",55,NA
"APCL13_103",58,NA
"APCL13_107",61,NA
"APCL13_111",63,NA
"APCL13_115",64,NA
"APCL13_118",65,NA
"APCL13_120",NA,NA
"APCL13_122",66,NA
"APCL13_124",67,NA
"APCL13_127",68,NA
"APCL13_133",73,NA
"APCL13_137",75,NA
"APCL13_139",76,NA
"APCL13_141",77,NA
"APCL13_145",80,NA
"APCL13_148",82,NA
"APCL13_151",85,NA
"APCL13_156",87,NA
"APCL13_163",90,NA
"APCL13_165",92,NA
"APCL13_170",93,NA
"APCL13_171",94,NA
"APCL13_173",96,NA
"APCL13_177",98,NA
"APCL13_179",99,NA
"APCL13_181",100,NA
"APCL13_183",101,NA
"APCL13_188",105,NA
"APCL13_190",107,NA
"APCL13_193",106,NA
"APCL13_201",111,NA
"APCL13_203",112,NA
"APCL13_206",113,NA
"APCL13_208",114,NA
"APCL13_210",115,NA
"APCL13_212",116,NA
"APCL13_215",118,NA
"APCL13_218",119,NA
"APCL13_220",120,NA
"APCL13_223",121,NA
"APCL13_226",123,NA
"APCL13_229",125,NA
"APCL13_233",128,NA
"APCL13_235",129,NA
"APCL13_238",130,NA
"APCL13_242",133,NA
"APCL13_246",135,NA
"APCL13_244",134,NA
"APCL13_251",136,NA
"APCL13_250",137,NA
"APCL13_255",140,NA
"APCL13_257",141,NA
"APCL13_260",143,NA
"APCL13_268",145,NA
"APCL13_265",147,NA
"APCL13_271",152,NA
"APCL13_275",154,NA
"APCL13_280",159,NA
"APCL13_283",161,NA
"APCL13_285",162,NA
"APCL13_289",165,NA
"APCL13_291",166,NA
"APCL13_304",170,NA
"APCL13_298",171,NA
"APCL13_303",173,NA
"APCL13_306",175,NA
"APCL13_311",180,NA
"APCL13_322",188,NA
"APCL13_325",190,NA
"APCL13_328",192,NA
"APCL13_330",193,NA
"APCL13_332",194,NA
"APCL13_335",196,NA
"APCL13_338",198,NA
"APCL13_340",200,NA
"APCL13_342",199,NA
"APCL13_344",201,NA
"APCL13_348",204,NA
"APCL13_355",207,NA
"APCL13_351",205,NA
"APCL13_353",206,NA
"APCL13_359",209,NA
"APCL13_364",213,NA
"APCL13_366",214,NA
"APCL13_369",215,NA
"APCL13_376",216,NA
"APCL13_382",220,NA
"APCL13_386",222,NA
"APCL13_388",223,NA
"APCL13_390",224,NA
"APCL13_393",226,NA
"APCL13_401",232,NA
"APCL13_406",235,NA
"APCL13_412",240,NA
"APCL13_415",242,NA
"APCL13_417",243,NA
"APCL13_419",245,NA
"APCL13_421",246,NA
"APCL13_423",247,NA
"APCL13_428",251,NA
"APOC13_430",NA,NA
"APCL13_434",252,NA
"APCL13_438",253,NA
"APCL13_442",254,NA
"APCL13_445",255,NA
"APCL13_447",256,NA
"APCL13_451",257,NA
"APCL13_453",258,NA
"APCL13_457",260,NA
"APCL13_462",NA,NA
"APCL13_467",266,NA
"APCL13_471",269,NA
"APCL13_473",270,NA
"APCL13_475",271,NA
"APCL13_482",273,NA
"APCL13_479",274,NA
"APCL13_485",276,NA
"APCL13_489",277,NA
"APCL13_492",278,NA
"APCL13_494",279,NA
"APCL13_497",280,NA
"APCL13_500",282,NA
"APCL13_505",284,NA
"APCL13_507",285,NA
"APCL13_509",286,NA
"APCL13_511",287,NA
"APCL13_514",288,NA
"APCL13_517",289,NA
"APCL13_521",291,NA
"APCL13_525",292,NA
"APCL13_528",293,NA
"APCL13_532",295,NA
"APCL13_536",299,NA
"APCL13_538",300,NA
"APCL13_541",301,NA
"APCL13_548",303,NA
"APCL13_552",305,NA
"APCL13_555",306,NA
"APCL13_557",307,NA
"APCL13_561",309,NA
"APCL13_563",310,NA
"APCL13_566",311,NA
"APCL13_569",313,NA
"APCL13_571",314,NA
"APCL13_574",316,NA
"APCL13_578",317,NA
"APCL13_580",318,NA
"APCL13_585",320,NA
"APCL13_589",322,NA
"APCL13_593",323,NA
"APCL13_596",324,NA
"APCL13_598",NA,NA
"APCL13_601",326,NA
"APCL13_604",329,NA
"APCL13_624",346,NA
"APCL13_629",350,NA
"APCL13_633",351,NA
"APCL13_635",352,NA
"APCL13_645",359,NA
"APCL13_652",NA,NA
"APCL13_654",365,NA
"APCL13_657",366,NA
"APCL13_661",369,NA
"APCL13_667",374,NA
"APCL13_015",8,NA
"APCL13_051",31,NA
"APCL13_060",35,NA
"APCL13_069",40,NA
"APCL13_074",42,NA
"APCL13_081",45,NA
"APCL13_098",54,NA
"APCL13_104",58,NA
"APCL13_108",61,NA
"APCL13_112",63,NA
"APCL13_116",64,NA
"APCL13_125",67,NA
"APCL13_135",73,NA
"APCL13_152",85,NA
"APCL13_157",87,NA
"APCL13_166",92,NA
"APCL13_189",105,NA
"APCL13_194",106,NA
"APCL13_204",112,NA
"APCL13_216",114,NA
"APCL13_221",120,NA
"APCL13_239",130,NA
"APCL13_247",135,NA
"APCL13_272",152,NA
"APCL13_292",166,NA
"APCL13_299",171,NA
"APCL13_312",180,NA
"APCL13_349",204,NA
"APCL13_357",208,NA
"APCL13_367",214,NA
"APCL13_370",215,NA
"APCL13_377",216,NA
"APCL13_384",220,NA
"APCL13_398",230,NA
"APCL13_402",232,NA
"APCL13_435",252,NA
"APCL13_439",253,NA
"APCL13_443",254,NA
"APCL13_448",256,NA
"APCL13_458",260,NA
"APCL13_480",274,NA
"APCL13_486",276,NA
"APCL13_490",277,NA
"APCL13_495",279,NA
"APCL13_512",287,NA
"APCL13_515",288,NA
"APCL13_518",289,NA
"APCL13_522",291,NA
"APCL13_529",293,NA
"APCL13_539",300,NA
"APCL13_542",301,NA
"APCL13_549",303,NA
"APCL13_558",307,NA
"APCL13_564",310,NA
"APCL13_575",316,NA
"APCL13_581",318,NA
"APCL13_586",320,NA
"APCL13_590",322,NA
"APCL13_594",323,NA
"APCL13_599",NA,NA
"APCL13_605",329,NA
"APCL13_630",350,NA
"APCL13_655",365,NA
"APCL13_052",31,NA
"APCL13_059",35,NA
"APCL13_075",42,NA
"APCL13_113",63,NA
"APCL13_153",85,NA
"APCL13_158",87,NA
"APCL13_195",106,NA
"APCL13_300",171,NA
"APCL13_314",180,NA
"APCL13_371",215,NA
"APCL13_436",252,NA
"APCL13_440",253,NA
"APCL13_449",256,NA
"APCL13_481",274,NA
"APCL13_487",276,NA
"APCL13_523",291,NA
"APCL13_543",301,NA
"APCL13_582",318,NA
"APCL13_591",322,NA
"APCL13_159",87,NA
"APCL13_372",215,NA
"APCL13_526",292,NA
"APCL13_373",215,NA
"APCL13_374",215,NA
"APCL12_006",NA,NA
"APCL12_011",NA,NA
"APCL12_018",NA,NA
"APCL12_013",NA,NA
"APCL12_012",NA,NA
"APCL12_007",NA,NA
"APCL12_003",NA,NA
"APCL12_004",NA,NA
"APCL12_014",NA,NA
"APCL12_028",NA,NA
"APCL12_022",NA,NA
"APCL12_021",NA,NA
"APCL12_027",NA,NA
"APCL12_026",NA,NA
"APCL12_025",NA,NA
"APCL12_032",NA,NA
"APCL12_034",NA,NA
"APCL12_035",NA,NA
"APCL12_037",NA,NA
"APCL12_038",NA,NA
"APCL12_040",NA,NA
"APCL12_042",NA,NA
"APCL12_045",NA,NA
"APCL12_047",NA,NA
"APCL12_049",NA,NA
"APCL12_050",NA,NA
"APCL12_052",NA,NA
"APCL12_061",NA,NA
"APCL12_056",NA,NA
"APCL12_060",NA,NA
"APCL12_062",NA,NA
"APCL12_057",NA,NA
"APCL12_054",NA,NA
"APCL12_056",NA,NA
"APCL12_069",NA,NA
"APCL12_077",NA,NA
"APCL12_079",NA,NA
"APCL12_080",NA,NA
"APCL12_064",NA,NA
"APCL12_075",NA,NA
"APCL12_072",NA,NA
"APCL12_086",NA,NA
"APCL12_082",NA,NA
"APCL12_088",NA,NA
"APCL12_087",NA,NA
"APCL12_085",NA,NA
"APCL12_095",NA,NA
"APCL12_094",NA,NA
"APCL12_091",NA,NA
"APCL12_097",NA,NA
"APCL12_092",NA,NA
"APCL12_104",NA,NA
"APCL12_106",NA,NA
"APCL12_107",NA,NA
"APCL12_105",NA,NA
"APCL12_100",NA,NA
"APCL12_108",NA,NA
"APCL12_116",NA,NA
"APCL12_112",NA,NA
"APCL12_114",NA,NA
"APCL12_117",NA,NA
"APCL12_110",NA,NA
"APCL12_109",NA,NA
"APCL12_115",NA,NA
"APCL12_111",NA,NA
"APCL12_118",NA,NA
"APCL12_120",NA,NA
"APCL12_124",NA,NA
"APCL12_125",NA,NA
"APCL12_123",NA,NA
"APCL12_121",NA,NA
"APCL12_119",NA,NA
"APCL12_126",NA,NA
"APCL12_128",NA,NA
"APCL12_129",NA,NA
"APCL12_130",NA,NA
"APCL12_132",NA,NA
"APCL12_135",NA,NA
"APCL12_138",NA,NA
"APCL12_140",NA,NA
"APCL12_142",NA,NA
"APCL12_144",NA,NA
"APCL12_146",NA,NA
"APCL12_151",NA,NA
"APCL12_154",NA,NA
"APCL12_161",NA,NA
"APCL12_155",NA,NA
"APCL12_165",NA,NA
"APCL12_172",NA,NA
"APCL12_166",NA,NA
"APCL12_167",NA,NA
"APCL12_168",NA,NA
"APCL12_169",NA,NA
"APCL12_170",NA,NA
"APCL12_173",NA,NA
"APCL12_174",NA,NA
"APCL12_177",NA,NA
"APCL12_179",NA,NA
"APCL12_180",NA,NA
"APCL12_181",NA,NA
"APCL12_183",NA,NA
"APCL12_187",NA,NA
"APCL12_185",NA,NA
"APCL12_188",NA,NA
"APCL12_189",NA,NA
"APCL12_192",NA,NA
"APCL12_193",NA,NA
"APCL12_195",NA,NA
"APCL12_196",NA,NA
"APCL12_197",NA,NA
"APCL12_199",NA,NA
"APCL12_200",NA,NA
"APCL12_202",NA,NA
"APCL12_203",NA,NA
"APCL12_204",NA,NA
"APCL12_205",NA,NA
"APCL12_206",NA,NA
"APCL12_207",NA,NA
"APCL12_209",NA,NA
"APCL12_212",NA,NA
"APCL12_213",NA,NA
"APCL12_214",NA,NA
"APCL12_215",NA,NA
"APCL12_217",NA,NA
"APCL12_218",NA,NA
"APCL12_222",NA,NA
"APCL12_224",NA,NA
"APCL12_228",NA,NA
"APCL12_226",NA,NA
"APCL12_227",NA,NA
"APCL12_232",NA,NA
"APCL12_235",NA,NA
"APCL12_236",NA,NA
"APCL12_237",NA,NA
"APCL12_238",NA,NA
"APCL12_239",NA,NA
"APCL12_240",3,NA
"APCL12_241",4,NA
"APCL12_242",8,NA
"APCL12_245",10,NA
"APCL12_248",NA,NA
"APCL12_250",NA,NA
"APCL12_251",NA,NA
"APCL12_252",NA,NA
"APCL12_254",NA,NA
"APCL12_255",NA,NA
"APCL12_257",NA,NA
"APCL12_260",NA,NA
"APCL12_262",NA,NA
"APCL12_261",NA,NA
"APCL12_264",NA,NA
"APCL12_266",NA,NA
"APCL12_267",NA,NA
"APCL12_268",NA,NA
"APCL12_269",NA,NA
"APCL12_270",NA,NA
"APCL12_271",NA,NA
"APCL12_272",NA,NA
"APCL12_274",NA,NA
"APCL12_276",NA,NA
"APCL12_280",NA,NA
"APCL12_278",NA,NA
"APCL12_281",NA,NA
"APCL12_282",NA,NA
"APCL12_283",NA,NA
"APCL12_284",NA,NA
"APCL12_286",NA,NA
"APCL12_015",NA,NA
"APCL12_001",NA,NA
"APCL12_009",NA,NA
"APCL12_002",NA,NA
"APCL12_010",NA,NA
"APCL12_005",NA,NA
"APCL12_023",NA,NA
"APCL12_030",NA,NA
"APCL12_024",NA,NA
"APCL12_031",NA,NA
"APCL12_033",NA,NA
"APCL12_036",NA,NA
"APCL12_039",NA,NA
"APCL12_041",NA,NA
"APCL12_043",NA,NA
"APCL12_046",NA,NA
"APCL12_048",NA,NA
"APCL12_051",NA,NA
"APCL12_053",NA,NA
"APCL12_063",NA,NA
"APCL12_059",NA,NA
"APCL12_070",NA,NA
"APCL12_071",NA,NA
"APCL12_066",NA,NA
"APCL12_065",NA,NA
"APCL12_073",NA,NA
"APCL12_084",NA,NA
"APCL12_089",NA,NA
"APCL12_081",NA,NA
"APCL12_093",NA,NA
"APCL12_093",NA,NA
"APCL12_098",NA,NA
"APCL12_099",NA,NA
"APCL12_102",NA,NA
"APCL12_103",NA,NA
"APCL12_113",NA,NA
"APCL12_101",NA,NA
"APCL12_122",NA,NA
"APCL12_127",NA,NA
"APCL12_131",NA,NA
"APCL12_133",NA,NA
"APCL12_136",NA,NA
"APCL12_139",NA,NA
"APCL12_141",NA,NA
"APCL12_143",NA,NA
"APCL12_145",NA,NA
"APCL12_148",NA,NA
"APCL12_152",NA,NA
"APCL12_162",NA,NA
"APCL12_156",NA,NA
"APCL12_171",NA,NA
"APCL12_175",NA,NA
"APCL12_178",NA,NA
"APCL12_182",NA,NA
"APCL12_184",NA,NA
"APCL12_186",NA,NA
"APCL12_190",NA,NA
"APCL12_194",NA,NA
"APCL12_198",NA,NA
"APCL12_201",NA,NA
"APCL12_208",NA,NA
"APCL12_210",NA,NA
"APCL12_216",NA,NA
"APCL12_219",NA,NA
"APCL12_220",NA,NA
"APCL12_223",NA,NA
"APCL12_229",NA,NA
"APCL12_231",NA,NA
"APCL12_233",NA,NA
"APCL12_234",NA,NA
"APCL12_243",8,NA
"APCL12_244",9,NA
"APCL12_246",10,NA
"APCL12_249",NA,NA
"APCL12_253",NA,NA
"APCL12_256",NA,NA
"APCL12_258",NA,NA
"APCL12_263",NA,NA
"APCL12_265",NA,NA
"APCL12_273",NA,NA
"APCL12_277",NA,NA
"APCL12_279",NA,NA
"APCL12_285",NA,NA
"APCL12_017",NA,NA
"APCL12_019",NA,NA
"APCL12_016",NA,NA
"APCL12_029",NA,NA
"APCL12_044",NA,NA
"APCL12_047",NA,NA
"APCL12_055",NA,NA
"APCL12_073",NA,NA
"APCL12_076",NA,NA
"APCL12_068",NA,NA
"APCL12_067",NA,NA
"APCL12_074",NA,NA
"APCL12_096",NA,NA
"APCL12_090",NA,NA
"APCL12_134",NA,NA
"APCL12_137",NA,NA
"APCL12_149",NA,NA
"APCL12_153",NA,NA
"APCL12_163",NA,NA
"APCL12_157",NA,NA
"APCL12_176",NA,NA
"APCL12_191",NA,NA
"APCL12_211",NA,NA
"APCL12_221",NA,NA
"APCL12_225",NA,NA
"APCL12_230",NA,NA
"APCL12_247",10,NA
"APCL12_259",NA,NA
"APCL12_275",NA,NA
"APCL12_008",NA,NA
"APCL12_150",NA,NA
"APCL12_164",NA,NA
"APCL12_158",NA,NA
"APCL12_159",NA,NA
"APCL12_160",NA,NA
