"anem_table_id","sample_id","size","anem_id","old_anem_id"
1196,"APCL16_742",5,2552,NA
1200,"APCL16_743",6.4,2553,NA
1204,"APCL16_746",6.4,2161,NA
1206,"APCL16_748",12.3,2135,NA
1208,"APCL16_757",11.9,2554,NA
1212,"APCL16_759",6.9,2557,NA
1213,"APCL16_761",7.8,2559,NA
1215,"APCL16_764",9.6,2564,NA
1216,"APCL16_767",12.7,2560,757
1223,"APCL16_776",9.6,2203,NA
1226,"APCL16_777",10,2010,NA
1243,"APCL16_784",9,2216,NA
1248,"APCL16_787",9.4,2222,NA
1249,"APCL16_789",10.4,2218,NA
1251,"APCL16_792",9,881,NA
1257,"APCL16_797",9,2578,NA
1267,"APCL16_800",10.7,2036,NA
1287,"APCL16_804",6.7,2037,NA
1297,"APCL16_806",9,2579,NA
1316,"APCL16_815",5.1,NA,NA
22,"APCL16_005",6.1,2177,494
25,"APCL16_008",6,2178,402
48,"APCL16_018",6.5,2183,NA
91,"APCL16_042",3.5,1033,NA
92,"APCL16_043",6.5,2005,NA
101,"APCL16_050",4.4,495,NA
119,"APCL16_061",6.3,2200,NA
122,"APCL16_073",5.8,2014,NA
126,"APCL16_067",11,2201,960
131,"APCL16_077",7.2,2206,128
277,"APCL16_143",5.4,2243,389
279,"APCL16_148",4,2246,849
302,"APCL16_158",4.5,2257,NA
317,"APCL16_167",6,2258,NA
322,"APCL16_170",5.7,2259,NA
330,"APCL16_174",4.7,2261,NA
341,"APCL16_181",4,2265,NA
370,"APCL16_211",3.6,2278,NA
387,"APCL16_218",8.5,2282,NA
435,"APCL16_240",5.8,2292,NA
482,"APCL16_248",9.7,NA,NA
503,"APCL16_256",6.9,2029,NA
505,"APCL16_259",8.6,2294,NA
536,"APCL16_287",10.6,2306,701
540,"APCL16_292",5.9,2309,NA
573,"APCL16_319",5.2,2401,NA
574,"APCL16_325",7.6,NA,NA
585,"APCL16_331",4.1,2402,NA
604,"APCL16_340",8.9,2408,NA
612,"APCL16_349",4.9,2131,NA
617,"APCL16_353",8.7,2412,1092
618,"APCL16_359",7.8,NA,NA
619,"APCL16_365",8.1,NA,NA
654,"APCL16_380",7.2,2417,NA
658,"APCL16_384",7.8,2418,NA
668,"APCL16_390",7.6,2420,NA
688,"APCL16_396",6.5,2421,NA
708,"APCL16_402",6.2,2422,NA
709,"APCL16_407",7.6,NA,NA
748,"APCL16_412",8.1,2423,NA
749,"APCL16_418",6.5,NA,NA
792,"APCL16_422",4.6,2254,NA
793,"APCL16_426",4.9,2424,523
820,"APCL16_437",9.6,2426,NA
862,"APCL16_440",5.9,2428,NA
879,"APCL16_449",5.4,2433,938
891,"APCL16_457",6.2,2437,NA
894,"APCL16_461",4.1,2441,NA
900,"APCL16_470",7.2,2445,472
902,"APCL16_473",8.9,2446,NA
903,"APCL16_475",8.2,2447,954
904,"APCL16_482",5.6,2448,955
905,"APCL16_487",8.2,NA,NA
906,"APCL16_493",4.3,NA,NA
910,"APCL16_502",8.6,2451,NA
944,"APCL16_527",4.5,2469,600
946,"APCL16_528",6.6,2470,NA
963,"APCL16_533",5.2,2473,597
964,"APCL16_539",9.4,NA,NA
980,"APCL16_553",9,2481,NA
989,"APCL16_562",11,2477,873
1001,"APCL16_568",7.5,2490,428
1005,"APCL16_573",6.8,423,NA
1020,"APCL16_590",4,2069,NA
1021,"APCL16_594",3.5,2500,NA
1027,"APCL16_602",4.3,2072,NA
1035,"APCL16_610",3.7,2503,691
1036,"APCL16_617",9.7,NA,NA
1047,"APCL16_622",4.3,2504,NA
1054,"APCL16_629",7.2,2505,930
1055,"APCL16_636",4,NA,NA
1070,"APCL16_648",7.4,2509,NA
1071,"APCL16_655",8.3,NA,NA
1137,"APCL16_684",5.4,2525,NA
1143,"APCL16_690",7.9,2149,NA
1147,"APCL16_691",7.5,2529,NA
1159,"APCL16_705",7.3,2157,NA
1178,"APCL16_726",4.7,2544,738
1194,"APCL16_737",4.3,2548,NA
1200,"APCL16_744",8.2,2553,NA
1207,"APCL16_754",3.7,2136,NA
1213,"APCL16_762",12.5,2559,NA
1216,"APCL16_768",11.8,2560,757
1220,"APCL16_772",9.9,2002,NA
1257,"APCL16_798",7.1,2578,NA
1267,"APCL16_801",8,2036,NA
1297,"APCL16_807",9.2,2579,NA
1311,"APCL16_814",8.2,NA,NA
122,"APCL16_071",4.2,2014,NA
361,"APCL16_200",5.4,2274,NA
482,"APCL16_249",6,NA,NA
505,"APCL16_260",6.9,2294,NA
536,"APCL16_288",6.8,2306,701
573,"APCL16_320",7.2,2401,NA
574,"APCL16_326",5.7,NA,NA
617,"APCL16_354",6.7,2412,1092
618,"APCL16_360",5.3,NA,NA
619,"APCL16_366",8.5,NA,NA
654,"APCL16_381",7.2,2417,NA
668,"APCL16_391",6.4,2420,NA
688,"APCL16_399",6.9,2421,NA
708,"APCL16_403",8,2422,NA
709,"APCL16_408",4.2,NA,NA
748,"APCL16_413",4.7,2423,NA
792,"APCL16_423",5.8,2254,NA
793,"APCL16_427",5.7,2424,523
820,"APCL16_434",5.8,2426,NA
862,"APCL16_441",9.2,2428,NA
879,"APCL16_450",3.5,2433,938
893,"APCL16_467",4.6,2444,934
903,"APCL16_476",8,2447,954
904,"APCL16_483",7.9,2448,955
905,"APCL16_488",7.4,NA,NA
906,"APCL16_494",4.9,NA,NA
913,"APCL16_506",8.5,2453,NA
933,"APCL16_514",3.7,2462,NA
963,"APCL16_534",8.8,2473,597
964,"APCL16_540",8.7,NA,NA
980,"APCL16_554",6,2481,NA
1001,"APCL16_569",8.9,2490,428
1005,"APCL16_574",10.5,423,NA
1013,"APCL16_579",3.9,2494,NA
1020,"APCL16_591",4.8,2069,NA
1021,"APCL16_595",6.1,2500,NA
1027,"APCL16_603",7.6,2072,NA
1035,"APCL16_611",5.6,2503,691
1036,"APCL16_618",6.8,NA,NA
1047,"APCL16_623",7.7,2504,NA
1054,"APCL16_630",8.8,2505,930
1055,"APCL16_637",4.8,NA,NA
1070,"APCL16_649",6.2,2509,NA
1071,"APCL16_656",6.3,NA,NA
1147,"APCL16_692",8.2,2529,NA
1159,"APCL16_706",8.2,2157,NA
1194,"APCL16_738",5.2,2548,NA
1206,"APCL16_749",3.9,2135,NA
1207,"APCL16_755",6.4,2136,NA
1216,"APCL16_769",11.6,2560,757
482,"APCL16_250",9.2,NA,NA
505,"APCL16_261",10.4,2294,NA
536,"APCL16_298",5.1,2306,701
573,"APCL16_321",7.5,2401,NA
574,"APCL16_327",9.9,NA,NA
617,"APCL16_355",7.3,2412,1092
618,"APCL16_361",4.6,NA,NA
619,"APCL16_367",7.1,NA,NA
668,"APCL16_392",8.9,2420,NA
688,"APCL16_397",3.6,2421,NA
708,"APCL16_404",8.5,2422,NA
709,"APCL16_409",7.5,NA,NA
748,"APCL16_414",4.1,2423,NA
820,"APCL16_435",9.1,2426,NA
879,"APCL16_451",3.9,2433,938
903,"APCL16_477",4.9,2447,954
905,"APCL16_489",8.1,NA,NA
906,"APCL16_495",4.6,NA,NA
933,"APCL16_515",8.5,2462,NA
963,"APCL16_535",8.6,2473,597
1021,"APCL16_596",5.4,2500,NA
1027,"APCL16_604",7.5,2072,NA
1035,"APCL16_612",6.3,2503,691
1036,"APCL16_619",4.6,NA,NA
1047,"APCL16_624",8.4,2504,NA
1054,"APCL16_631",8.6,2505,930
1055,"APCL16_638",5,NA,NA
1070,"APCL16_650",6.7,2509,NA
1071,"APCL16_657",4.4,NA,NA
1159,"APCL16_707",7.5,2157,NA
1206,"APCL16_750",5.2,2135,NA
482,"APCL16_251",10.2,NA,NA
505,"APCL16_262",5.5,2294,NA
573,"APCL16_322",5.9,2401,NA
574,"APCL16_328",9.2,NA,NA
617,"APCL16_356",6.3,2412,1092
618,"APCL16_362",5.4,NA,NA
619,"APCL16_368",6.1,NA,NA
688,"APCL16_398",5.6,2421,NA
708,"APCL16_405",7.6,2422,NA
748,"APCL16_415",5.6,2423,NA
820,"APCL16_436",8,2426,NA
904,"APCL16_984",8.6,2448,955
905,"APCL16_490",9.3,NA,NA
963,"APCL16_536",8,2473,597
1027,"APCL16_605",5.3,2072,NA
1035,"APCL16_613",4.3,2503,691
1047,"APCL16_625",6.8,2504,NA
1054,"APCL16_632",7.7,2505,930
1055,"APCL16_639",5.2,NA,NA
1070,"APCL16_651",5.3,2509,NA
1071,"APCL16_658",5,NA,NA
1159,"APCL16_708",5,2157,NA
1206,"APCL16_751",10.7,2135,NA
505,"APCL16_263",3.9,2294,NA
1027,"APCL16_606",8.2,2072,NA
1035,"APCL16_614",10.4,2503,691
1047,"APCL16_626",4.4,2504,NA
1054,"APCL16_633",9.1,2505,930
1055,"APCL16_640",6.6,NA,NA
1070,"APCL16_652",6.7,2509,NA
1071,"APCL16_659",8,NA,NA
1159,"APCL16_709",6,2157,NA
1206,"APCL16_752",10.5,2135,NA
1317,"APCL15_374542",9.4,776,NA
1318,"APCL15_001",10.2,1338,NA
1319,"APCL15_371463",8.2,1285,NA
1321,"APCL15_375747",9.5,1284,NA
1322,"APCL15_375526",7.5,1287,NA
1327,"APCL15_406794",9.3,2001,1030
1329,"APCL15_371626",6.1,NA,NA
1334,"APCL15_371588",9.1,2002,NA
1341,"APCL15_375516",9.3,1029,NA
1342,"APCL15_375267",9.3,1028,NA
1346,"APCL15_371511",6.8,2003,NA
1351,"APCL15_376294",9.7,2005,NA
1352,"APCL15_374415",9.1,2006,NA
1355,"APCL15_374393",9,2007,NA
1360,"APCL15_374248",8.9,2008,NA
1362,"APCL15_374364",8.6,943,NA
1363,"APCL15_372957",9.7,942,NA
1364,"APCL15_372739",10,959,NA
1366,"APCL15_373943",9.2,730,NA
1369,"APCL15_370885",8.2,969,NA
1370,"APCL15_371421",9.1,2009,NA
1372,"APCL15_370935",10.1,2005,NA
1373,"APCL15_371708",7.9,948,NA
1374,"APCL15_375598",9.1,726,NA
1375,"APCL15_375914",8.8,2010,NA
1376,"APCL15_373373",10.4,1026,NA
1378,"APCL15_376136",8.6,949,NA
1379,"APCL15_373338",6.9,2011,NA
1381,"APCL15_372147",8.4,2013,484
1382,"APCL15_372744",9.6,2014,NA
1384,"APCL15_373422",9.4,479,NA
1385,"APCL15_373778",7.7,478,NA
1386,"APCL15_375443",5.5,939,NA
1389,"APCL15_003",8.2,2015,NA
1391,"APCL15_402340",8.2,958,NA
1392,"APCL15_004",5,2016,NA
1394,"APCL15_404572",7.6,435,NA
1395,"APCL15_400461",9.2,938,NA
1399,"APCL15_401656",8.6,2017,NA
1400,"APCL15_404045",6,416,NA
1401,"APCL15_404526",10.3,915,NA
1402,"APCL15_403698",7,879,NA
1404,"APCL15_006",5.7,913,NA
1405,"APCL15_405714",9.9,912,NA
1406,"APCL15_010",4.8,428,NA
1407,"APCL15_401616",6,2018,NA
1408,"APCL15_404951",8.6,425,NA
1409,"APCL15_011",4.8,427,NA
1410,"APCL15_012",4.3,363,NA
1411,"APCL15_407082",9,426,NA
1413,"APCL15_014",5.2,910,360
1415,"APCL15_402230",10.1,419,NA
1417,"APCL15_405523",10,876,NA
1418,"APCL15_402799",9.9,2019,NA
1419,"APCL15_404741",8.2,909,NA
1423,"APCL15_406037",9.6,417,NA
1424,"APCL15_404305",6.1,415,NA
1426,"APCL15_407477",8.4,414,NA
1427,"APCL15_402921",8.9,2021,884
1429,"APCL15_017",5.4,2022,NA
1432,"APCL15_407028",9.7,919,NA
1433,"APCL15_403879",7,887,NA
1434,"APCL15_403040",9,921,NA
1435,"APCL15_404854",9.2,881,NA
1438,"APCL15_020",4,2023,NA
1439,"APCL15_400948",7,878,NA
1441,"APCL15_403889",7.6,1139,NA
1442,"APCL15_404545",7.2,1138,NA
1443,"APCL15_404653",9.3,2024,NA
1445,"APCL15_403881",7.6,1143,NA
1446,"APCL15_403391",8.3,827,NA
1447,"APCL15_407622",11.4,2025,NA
1449,"APCL15_403777",9.3,1134,NA
1451,"APCL15_404371",11.9,2026,NA
1452,"APCL15_022",4.5,2027,NA
1453,"APCL15_402874",9.2,2028,NA
1454,"APCL15_404845",7.8,2029,NA
1455,"APCL15_023",5.7,2030,NA
1457,"APCL15_406164",8.6,1133,NA
1458,"APCL15_403102",8.8,NA,NA
1459,"APCL15_403393",7.7,1105,NA
1460,"APCL15_024",4.1,2031,NA
1461,"APCL15_404146",6.7,1079,NA
1462,"APCL15_404064",7.7,2032,NA
1464,"APCL15_401458",6.3,1126,NA
1465,"APCL15_399705",8.3,2033,NA
1466,"APCL15_025",4.6,2034,NA
1467,"APCL15_406317",8.3,1130,NA
1468,"APCL15_353379",6.1,2035,NA
1470,"APCL15_404287",9.2,2036,NA
1472,"APCL15_399551",8.7,1131,NA
1473,"APCL15_403215",9.2,2037,NA
1475,"APCL15_404313",9.2,2038,890
1477,"APCL15_403913",7.9,2040,NA
1478,"APCL15_407401",8.5,2039,NA
1479,"APCL15_407670",8.8,2041,NA
1480,"APCL15_402724",8.8,1141,NA
1481,"APCL15_026",4.4,2042,NA
1485,"APCL15_375047",8.3,2043,NA
1486,"APCL15_027",4.4,2044,NA
1487,"APCL15_374339",9.6,890,NA
1488,"APCL15_373511",7.9,2045,NA
1489,"APCL15_374610",8.3,1082,NA
1490,"APCL15_373624",8.6,2046,NA
1491,"APCL15_374493",6.8,2047,NA
1492,"APCL15_028",4.9,897,NA
1494,"APCL15_029",3.5,2048,NA
1495,"APCL15_030",4,665,NA
1496,"APCL15_400205",8.4,1064,NA
1497,"APCL15_405807",9.4,2049,NA
1498,"APCL15_406535",6.5,2050,NA
1499,"APCL15_032",3.7,1063,NA
1502,"APCL15_400408",8.1,899,NA
1503,"APCL15_033",5.6,2031,NA
1504,"APCL15_375659",7.2,1144,NA
1505,"APCL15_375999",8.3,NA,NA
1506,"APCL15_034",4.1,2052,NA
1507,"APCL15_035",4,NA,NA
1508,"APCL15_401342",7.2,NA,NA
1509,"APCL15_407223",6.7,1051,NA
1510,"APCL15_036",4.9,650,NA
1511,"APCL15_037",3.9,2053,NA
1512,"APCL15_402770",8.8,2054,NA
1514,"APCL15_038",4.1,2055,NA
1515,"APCL15_039",3.8,2056,NA
1516,"APCL15_040",4.7,2057,NA
1518,"APCL15_041",4.4,2058,NA
1519,"APCL15_399571",7.3,1098,NA
1522,"APCL15_399642",7.3,1090,337
1524,"APCL15_404585",8.1,2060,NA
1525,"APCL15_404420",7,2059,NA
1529,"APCL15_043",4.3,1122,NA
1530,"APCL15_403892",8.1,1121,NA
1531,"APCL15_044",4.3,2061,NA
1533,"APCL15_045",5,1119,NA
1534,"APCL15_046",4.4,2062,NA
1535,"APCL15_047",4,1051,NA
1536,"APCL15_401241",6.6,2063,NA
1537,"APCL15_402618",7.2,1034,NA
1538,"APCL15_401710",7.5,148,NA
1539,"APCL15_048",5.2,1037,NA
1540,"APCL15_403079",7.9,2064,NA
1541,"APCL15_049",3.5,1040,NA
1542,"APCL15_050",3.9,2065,NA
1545,"APCL15_051",3.5,2066,NA
1547,"APCL15_400642",7.3,2067,1055
1548,"APCL15_405712",8.7,585,NA
1549,"APCL15_405332",6.4,2068,NA
1550,"APCL15_053",4.7,2069,NA
1551,"APCL15_403943",9.4,2070,NA
1552,"APCL15_405876",8.4,2071,NA
1553,"APCL15_405124",7.6,2072,NA
1554,"APCL15_406734",8.4,1043,NA
1555,"APCL15_402586",7.9,1045,NA
1556,"APCL15_402499",8.6,1047,NA
1557,"APCL15_353383",6.3,2073,NA
1560,"APCL15_403713",8.8,2075,NA
1561,"APCL15_054",3.9,2074,NA
1563,"APCL15_399744",7,2076,NA
1564,"APCL15_055",3.8,1049,NA
1565,"APCL15_400524",7.4,1101,NA
1566,"APCL15_057",5.2,2077,NA
1567,"APCL15_405915",8.2,2078,NA
1568,"APCL15_402244",7.9,2079,NA
1569,"APCL15_407118",8.7,2080,NA
1570,"APCL15_405807",9,2081,NA
1572,"APCL15_407451",6.1,2082,NA
1573,"APCL15_406231",6.7,2083,NA
1574,"APCL15_058",4.3,2084,NA
1575,"APCL15_352991",9.9,2085,NA
1576,"APCL15_403055",9.5,2086,NA
1577,"APCL15_060",4.8,2087,NA
1578,"APCL15_403319",7.6,1092,NA
1580,"APCL15_403370",6.8,2088,NA
1581,"APCL15_404510",8.7,2089,NA
1582,"APCL15_402980",7.8,1313,NA
1583,"APCL15_401884",8.2,1272,NA
1584,"APCL15_062",5.8,1273,NA
1585,"APCL15_402486",8.5,2090,NA
1586,"APCL15_403736",8.2,2091,NA
1588,"APCL15_405746",8.4,1289,NA
1589,"APCL15_407280",6.2,2092,NA
1590,"APCL15_372624",8,2093,NA
1591,"APCL15_063",4.7,2094,NA
1593,"APCL15_355444",8.6,1316,NA
1594,"APCL15_356492",8,NA,NA
1595,"APCL15_354420",7.4,1357,NA
1596,"APCL15_356529",6.8,2095,NA
1597,"APCL15_371638",8.3,2096,NA
1598,"APCL15_356001",7.7,2097,NA
1599,"APCL15_355054",8.1,2098,NA
1600,"APCL15_354270",7.7,2099,NA
1601,"APCL15_065",5.8,2100,NA
1602,"APCL15_355486",9,NA,NA
1604,"APCL15_356440",8,2101,NA
1605,"APCL15_066",4.1,2103,NA
1606,"APCL15_364196",8.6,2102,1319
1607,"APCL15_362409",6.8,2104,NA
1608,"APCL15_067",4.6,2105,NA
1609,"APCL15_369712",8.5,1324,NA
1610,"APCL15_356778",8.1,1341,NA
1611,"APCL15_355473",7.7,2106,NA
1612,"APCL15_068",4.6,2107,NA
1613,"APCL15_069",5.7,2108,NA
1614,"APCL15_373231",8.8,2109,NA
1615,"APCL15_372651",6,2110,NA
1616,"APCL15_363819",6.4,1298,NA
1617,"APCL15_354741",8.8,2111,NA
1618,"APCL15_355518",9.3,1347,NA
1619,"APCL15_354587",7.9,NA,NA
1620,"APCL15_370033",9.7,2112,NA
1621,"APCL15_071",5.2,505,NA
1622,"APCL15_354107",8.9,2113,NA
1624,"APCL15_371132",8.6,511,NA
1625,"APCL15_372981",9.1,1372,NA
1626,"APCL15_354327",8.6,2114,NA
1627,"APCL15_372487",8.8,2115,NA
1628,"APCL15_354641",6.7,2116,NA
1629,"APCL15_372081",8,2117,NA
1630,"APCL15_369437",8.5,2118,NA
1631,"APCL15_072",4.4,2120,NA
1632,"APCL15_355605",7,2119,NA
1633,"APCL15_355704",8.6,NA,NA
1634,"APCL15_073",5.8,682,NA
1635,"APCL15_363411",6.8,2121,NA
1636,"APCL15_074",4.4,2122,NA
1637,"APCL15_354092",7.2,1350,NA
1638,"APCL15_075",5.1,2123,NA
1640,"APCL15_076",4.4,1379,NA
1641,"APCL15_354642",8.6,1381,NA
1642,"APCL15_370326",7.6,691,NA
1643,"APCL15_356353",9.1,929,NA
1644,"APCL15_369767",10,692,NA
1645,"APCL15_401739",9,930,NA
1646,"APCL15_354513",7.8,2124,NA
1649,"APCL15_086",4.5,2125,NA
1650,"APCL15_373086",8.1,873,NA
1651,"APCL15_089",4.4,389,NA
1652,"APCL15_090",5.6,906,NA
1653,"APCL15_356339",8.3,871,NA
1655,"APCL15_369558",10.2,904,NA
1656,"APCL15_091",4.5,2126,NA
1657,"APCL15_092",5.4,849,NA
1658,"APCL15_093",5.5,2127,872
1659,"APCL15_095",4.2,905,NA
1660,"APCL15_372325",9.4,850,NA
1663,"APCL15_098",4.3,1305,NA
1664,"APCL15_403314",8.5,1307,NA
1665,"APCL15_099",4.4,2128,NA
1666,"APCL15_355180",9.9,698,NA
1667,"APCL15_372405",10.8,697,NA
1668,"APCL15_355715",9.7,1269,NA
1669,"APCL15_353987",6.9,1306,NA
1670,"APCL15_368386",8.5,1304,NA
1671,"APCL15_104",5.2,703,NA
1673,"APCL15_355246",9.4,701,NA
1674,"APCL15_371766",9.6,702,NA
1675,"APCL15_105",5.8,1270,NA
1676,"APCL15_369615",6.9,1271,NA
1678,"APCL15_355891",9.3,711,NA
1682,"APCL15_371140",8.9,709,NA
1684,"APCL15_369699",7,1309,NA
1685,"APCL15_355603",9.2,NA,NA
1686,"APCL15_096",4.8,2129,NA
1687,"APCL15_097",5.3,2130,NA
1689,"APCL15_106",4.5,2131,926
1690,"APCL15_107",4.6,927,NA
1692,"APCL15_108",4.9,902,NA
1693,"APCL15_109",5,903,NA
1695,"APCL15_110",4.1,2132,NA
1696,"APCL15_111",4.1,379,NA
1698,"APCL15_112",4,380,NA
1699,"APCL15_113",4.4,928,NA
1700,"APCL15_355123",9.5,451,NA
1701,"APCL15_371672",10.7,452,NA
1703,"APCL15_404299",11.6,2134,NA
1704,"APCL15_368924",10.9,2135,NA
1705,"APCL15_116",5.3,2136,NA
1706,"APCL15_370997",11,NA,NA
1707,"APCL15_356769",9.7,2137,NA
1708,"APCL15_117",4.7,2138,NA
1709,"APCL15_356422",8.4,1229,NA
1714,"APCL15_119",4.7,2139,NA
1716,"APCL15_362514",9.1,447,NA
1717,"APCL15_371425",7.5,446,NA
1718,"APCL15_364988",6.9,445,NA
1719,"APCL15_370180",8.4,1204,NA
1720,"APCL15_120",4.1,2140,NA
1721,"APCL15_355903",7.3,2141,NA
1723,"APCL15_122",4.6,2142,NA
1724,"APCL15_355735",6.5,2143,NA
1725,"APCL15_354358",7.5,1230,NA
1726,"APCL15_123",5.2,2144,NA
1727,"ACPL15_400899",11.1,759,NA
1729,"APCL15_407297",10.6,1399,NA
1730,"APCL15_406357",10.8,394,NA
1731,"APCL15_405308",9.2,757,NA
1732,"APCL15_404131",10.1,2145,NA
1733,"APCL15_405034",9.4,793,NA
1734,"APCL15_404021",10.7,755,NA
1735,"APCL15_125",4.2,2146,NA
1736,"APCL15_403157",11.9,395,NA
1737,"APCL15_126",12.1,756,NA
1740,"APCL15_128",4,2147,NA
1742,"APCL15_406453",6.4,805,NA
1743,"APCL15_130",5.2,2148,NA
1746,"APCL15_402726",8.2,2149,NA
1748,"APCL15_403622",8.7,2150,NA
1749,"APCL15_403072",9.1,2151,NA
1750,"APCL15_404635",9.1,2152,NA
1751,"APCL15_404090",9.6,2153,NA
1752,"APCL15_404319",9.7,2154,NA
1753,"APCL15_406498",7.9,2155,NA
1754,"APCL15_403388",9.5,802,NA
1755,"APCL15_132",5.5,2156,NA
1757,"APCL15_402854",6.2,782,NA
1759,"APCL15_135",5.6,803,NA
1760,"APCL15_403710",9.5,2157,NA
1762,"APCL15_402307",8,737,NA
1763,"APCL15_405336",9.6,468,NA
1766,"APCL15_403468",8,2158,NA
1767,"APCL15_401889",8.9,464,NA
1769,"APCL15_405015",7,2161,NA
1770,"APCL15_404140",8,2160,NA
1771,"APCL15_404548",9.2,807,NA
1772,"APCL15_372731",9,806,NA
1773,"APCL15_405033",7.7,1016,NA
1774,"APCL15_405042",7.5,830,NA
1775,"APCL15_403708",8.7,798,NA
1778,"APCL15_403045",9.7,808,NA
1780,"APCL15_405116",7.2,1154,NA
1781,"APCL15_368898",7.9,797,NA
1782,"APCL15_369143",9.8,809,NA
1783,"APCL15_354733",10,406,NA
1784,"APCL15_370174",9.6,1017,NA
1786,"APCL15_368572",8.8,794,NA
1787,"APCL15_354525",6.6,403,NA
1788,"APCL15_363882",9.6,402,NA
